,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,KB_number,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,has_related_incidents,has_related_changes,Department
32143,SBA000017,application,Server Based Application,WBS000099,IM0032436,3,3,3,0.907555272,incident,KM0000480,1.0,2014-01-30 07:39:00,2013-10-10 12:53:00,2014-01-30 07:41:00,43333333,User error,1.0,SD0098527,0.0,0.0,0,0,0
32144,WBA000148,application,Web Based Application,WBS000172,IM0032437,5,5,5,0.484823549,request for information,KM0000692,0.0,2014-01-30 07:46:00,2014-01-30 09:11:00,2014-01-30 09:11:00,1419444444,Other,1.0,SD0098528,0.0,0.0,0,0,0
32145,WBA000148,application,Web Based Application,WBS000172,IM0032438,5,5,5,0.932259646,request for information,KM0000692,0.0,2014-01-30 07:49:00,2014-01-30 09:11:00,2014-01-30 09:12:00,1376944444,Other,1.0,SD0098531,0.0,0.0,0,0,0
32146,WBA000148,application,Web Based Application,WBS000172,IM0032439,5,5,5,0.217501453,request for information,KM0000692,0.0,2014-01-30 07:57:00,2014-01-30 09:04:00,2014-01-30 09:04:00,1126666667,Other,1.0,SD0098534,0.0,0.0,0,0,0
32147,WBA000022,application,Web Based Application,WBS000025,IM0032440,4,4,4,0.437480549,incident,KM0000148,2.0,2014-01-30 08:00:00,2014-01-30 12:30:00,2014-01-30 12:31:00,4511944444,Data,1.0,SD0098533,0.0,0.0,0,0,0
32148,DTA000616,application,Desktop Application,WBS000089,IM0032441,5,5,5,0.627308877,incident,KM0001444,0.0,2014-01-30 08:02:00,2014-01-30 11:24:00,2014-01-30 11:27:00,3403888889,Software,1.0,SD0098535,0.0,0.0,0,0,0
32149,WBA000148,application,Web Based Application,WBS000172,IM0032442,4,4,4,0.624401666,incident,KM0000697,0.0,2014-01-30 08:03:00,2014-01-30 08:59:00,2014-01-30 08:59:00,936111111,No error - works as designed,1.0,SD0098530,0.0,0.0,0,0,0
32150,DTA000032,application,Desktop Application,WBS000133,IM0032443,4,4,4,0.312488157,incident,KM0000908,1.0,2014-01-30 08:19:00,2014-01-31 11:43:00,2014-01-31 11:46:00,1394444444,Software,1.0,SD0098539,0.0,0.0,0,0,0
32151,WBA000144,application,Web Based Application,WBS000318,IM0032444,4,4,4,0.830772951,incident,KM0001283,1.0,2014-01-30 08:39:00,2014-02-04 13:09:00,2014-02-04 13:09:00,3599722222,User manual not used,1.0,SD0098540,0.0,0.0,0,0,0
32152,DTA000057,application,Desktop Application,WBS000094,IM0032445,5,5,5,0.928915123,request for information,KM0001658,0.0,2014-01-30 08:49:00,2014-01-30 09:08:00,2014-01-30 09:08:00,318611111,User error,1.0,SD0098542,0.0,0.0,0,0,0
32153,SBA000458,application,Server Based Application,WBS000073,IM0032446,4,4,4,0.810960455,incident,KM0001646,1.0,2014-01-30 08:57:00,2014-01-30 13:06:00,2014-01-30 13:06:00,4141944444,Other,1.0,SD0098552,0.0,0.0,0,0,0
32154,SBA000017,application,Server Based Application,WBS000099,IM0032447,3,3,3,0.310000109,incident,KM0000480,1.0,2014-01-30 09:00:00,2013-10-10 12:53:00,2014-01-30 09:03:00,5,User error,1.0,SD0098555,0.0,0.0,0,0,0
32155,SUB000424,subapplication,Web Based Application,WBS000073,IM0032448,5,5,5,0.587694535,incident,KM0000703,0.0,2014-01-30 09:09:00,2014-01-30 10:17:00,2014-01-30 10:17:00,1135277778,Other,1.0,SD0098561,0.0,0.0,0,0,0
32156,DTA000302,application,Desktop Application,WBS000089,IM0032449,4,4,4,0.054494714,incident,KM0001515,1.0,2014-01-30 09:23:00,2014-01-30 10:46:00,2014-01-30 10:46:00,1383333333,Data,1.0,SD0098566,0.0,0.0,0,0,0
32157,DSK000002,computer,Desktop,WBS000091,IM0032450,5,5,5,0.982833253,incident,KM0001446,1.0,2014-01-30 09:27:00,2014-02-04 09:48:00,2014-02-04 09:48:00,3184805556,Other,1.0,SD0098572,0.0,0.0,0,0,1
32158,SUB000002,subapplication,Citrix,WBS000292,IM0032451,4,4,4,0.899666644,incident,KM0001435,2.0,2014-01-30 09:46:00,2014-02-05 12:14:00,2014-02-05 12:14:00,4446527778,Software,1.0,SD0098659,0.0,0.0,0,0,3
32159,APP000005,application,Citrix,WBS000292,IM0032452,4,4,4,0.199123297,incident,KM0001060,0.0,2014-01-30 09:50:00,2014-01-30 10:49:00,2014-01-30 10:51:00,1009722222,Software,1.0,SD0098665,0.0,0.0,0,0,3
32160,SSW000175,software,System Software,WBS000197,IM0032453,3,3,3,0.731637569,incident,KM0000895,0.0,2014-01-30 09:54:00,2014-01-30 11:27:00,2014-01-30 11:27:00,1548333333,Software,1.0,SD0098667,0.0,0.0,0,0,5
32161,SUB000456,subapplication,Web Based Application,WBS000073,IM0032454,4,4,4,0.286968699,incident,KM0001096,0.0,2014-01-30 09:57:00,2014-01-30 10:17:00,2014-01-30 10:18:00,336388889,Operator error,1.0,SD0098671,0.0,0.0,0,0,0
32162,SUB000456,subapplication,Web Based Application,WBS000073,IM0032455,4,4,4,0.558398251,incident,KM0001096,0.0,2014-01-30 09:59:00,2014-01-30 10:20:00,2014-01-30 10:20:00,346111111,Operator error,1.0,SD0098669,0.0,0.0,0,0,0
32163,DTA000032,application,Desktop Application,WBS000133,IM0032456,4,4,4,0.856648886,incident,KM0000908,0.0,2014-01-30 10:06:00,2014-01-30 11:34:00,2014-01-30 11:34:00,1460277778,Other,1.0,SD0098674,0.0,0.0,0,0,0
32164,LAP000008,computer,Laptop,WBS000091,IM0032457,5,5,5,0.30197273,incident,KM0000315,1.0,2014-01-30 10:15:00,2014-01-31 11:33:00,2014-01-31 11:33:00,1180472222,Hardware,1.0,SD0098682,0.0,0.0,0,0,1
32165,LAP001837,computer,Laptop,WBS000091,IM0032458,5,5,5,0.297788989,incident,KM0001057,3.0,2014-01-30 10:24:00,2014-02-17 12:24:00,2014-02-17 12:24:00,1280083333,Software,1.0,SD0098688,0.0,0.0,0,0,1
32166,SUB000456,subapplication,Web Based Application,WBS000073,IM0032459,4,4,4,0.366181823,incident,KM0001288,0.0,2014-01-30 10:24:00,2014-01-30 10:37:00,2014-01-30 10:37:00,214166667,Operator error,1.0,SD0098689,0.0,0.0,0,0,0
32167,WBA000103,application,Web Based Application,WBS000073,IM0032460,5,5,5,0.795004295,incident,KM0001079,3.0,2014-01-30 10:29:00,2014-01-31 09:58:00,2014-01-31 09:58:00,9986666667,Other,1.0,SD0098686,0.0,0.0,0,0,0
32168,WBA000144,application,Web Based Application,WBS000318,IM0032461,4,4,4,0.735290776,incident,KM0001401,2.0,2014-01-30 08:50:00,2014-02-03 08:58:00,2014-02-03 08:58:00,2113805556,Software,1.0,SD0098578,0.0,0.0,0,0,0
32169,DTA000025,application,Desktop Application,WBS000110,IM0032462,3,3,3,0.22072161,incident,KM0002187,0.0,2014-01-30 08:56:00,2013-10-10 12:53:00,2014-01-30 09:14:00,301388889,Other,1.0,SD0098581,0.0,0.0,0,0,0
32170,SAP000003,application,SAP,WBS000271,IM0032463,5,5,5,0.463538561,request for information,KM0001163,4.0,2014-01-30 08:58:00,2014-02-12 15:15:00,2014-02-12 15:17:00,1008208333,Other,1.0,SD0098339,0.0,0.0,0,0,0
32171,SUB000456,subapplication,Web Based Application,WBS000073,IM0032464,4,4,4,0.451009016,incident,KM0001288,0.0,2014-01-30 09:04:00,2014-01-30 10:03:00,2014-01-30 10:03:00,989166667,User error,1.0,SD0098587,0.0,0.0,0,0,0
32172,SBA000607,application,Server Based Application,WBS000263,IM0032465,4,4,4,0.900691507,incident,KM0001106,3.0,2014-01-30 09:06:00,2014-01-30 15:20:00,2014-01-30 15:21:00,6266388889,Other,1.0,SD0098588,0.0,0.0,0,0,0
32173,SBA000017,application,Server Based Application,WBS000099,IM0032466,4,4,4,0.488191526,incident,KM0002005,4.0,2014-01-30 09:07:00,2014-01-31 14:52:00,2014-01-31 14:52:00,1547194444,Software,1.0,SD0098591,0.0,0.0,0,0,0
32174,SBA000063,application,Server Based Application,WBS000264,IM0032467,5,5,5,0.594218722,incident,KM0001622,0.0,2014-01-30 09:08:00,2014-01-30 11:19:00,2014-01-30 11:21:00,401666667,Other,1.0,SD0098589,0.0,0.0,0,0,0
32175,CBD000765,computer,Banking Device,WBS000146,IM0032468,2,2,2,0.426403505,incident,KM0000274,0.0,2014-01-30 09:21:00,2014-01-30 16:31:00,2014-01-30 16:31:00,7164166667,Hardware,1.0,SD0098611,0.0,0.0,0,0,2
32176,SBA000834,application,Server Based Application,WBS000223,IM0032469,4,4,4,0.422151756,incident,KM0001308,2.0,2014-01-30 09:24:00,2014-01-30 10:43:00,2014-01-30 10:43:00,1326111111,Software,1.0,SD0098608,0.0,0.0,0,0,0
32177,SBA000458,application,Server Based Application,WBS000073,IM0032470,4,4,4,0.965785928,incident,KM0001646,1.0,2014-01-30 09:34:00,2014-01-30 13:08:00,2014-01-30 13:08:00,3563333333,Other,1.0,SD0098621,0.0,0.0,0,0,0
32178,WBA000058,application,Web Based Application,WBS000073,IM0032471,4,4,4,0.96192217,incident,KM0002043,0.0,2014-01-30 09:38:00,2014-01-30 10:16:00,2014-01-30 10:17:00,642222222,Software,1.0,SD0098626,0.0,0.0,0,0,0
32179,WBA000058,application,Web Based Application,WBS000073,IM0032472,4,4,4,0.786557431,incident,KM0002043,0.0,2014-01-30 09:38:00,2014-01-30 10:16:00,2014-01-30 10:16:00,634444444,Software,1.0,SD0098622,0.0,0.0,0,0,0
32180,WBA000058,application,Web Based Application,WBS000073,IM0032473,4,4,4,0.063249655,incident,KM0002043,0.0,2014-01-30 09:38:00,2014-01-30 10:16:00,2014-01-30 10:16:00,623611111,Software,1.0,SD0098620,0.0,0.0,0,0,0
32181,DTA000031,application,Desktop Application,WBS000330,IM0032474,5,5,5,0.028493944,incident,KM0002029,1.0,2014-01-30 09:39:00,2014-02-03 12:07:00,2014-02-03 12:08:00,2347833333,Hardware,1.0,SD0098625,0.0,0.0,0,0,0
32182,SAP000004,application,SAP,WBS000271,IM0032475,5,5,5,0.357687845,request for information,KM0002246,0.0,2014-01-30 09:40:00,2014-01-30 09:41:00,2014-01-30 09:41:00,13055556,Other,1.0,SD0098633,0.0,0.0,0,0,0
32183,WBA000058,application,Web Based Application,WBS000073,IM0032476,4,4,4,0.907583993,incident,KM0002043,0.0,2014-01-30 09:40:00,2014-01-30 10:15:00,2014-01-30 10:15:00,5875,Software,1.0,SD0098631,0.0,0.0,0,0,0
32184,SBA000035,application,Server Based Application,WBS000007,IM0032477,4,4,4,0.788325119,incident,KM0000043,0.0,2014-01-30 09:43:00,2014-01-30 15:05:00,2014-01-30 15:06:00,5376944444,Other,1.0,SD0098628,0.0,0.0,0,0,0
32185,SBA000834,application,Server Based Application,WBS000223,IM0032478,4,4,4,0.44546717,incident,KM0001308,0.0,2014-01-30 09:45:00,2014-01-31 11:58:00,2014-01-31 11:58:00,1271527778,Other,1.0,SD0098623,0.0,0.0,0,0,0
32186,EXC000001,application,Exchange,WBS000094,IM0032479,5,5,5,0.412289732,request for information,KM0001237,0.0,2014-01-30 09:52:00,2014-01-30 11:32:00,2014-01-30 11:32:00,1670555556,User error,1.0,SD0098637,0.0,0.0,0,0,9
32187,SBA000131,application,Server Based Application,WBS000023,IM0032480,4,4,4,0.997021345,incident,KM0000135,0.0,2014-01-30 09:56:00,2014-01-30 10:15:00,2014-01-30 10:15:00,315277778,Unknown,1.0,SD0098644,0.0,0.0,0,0,0
32188,WBA000107,application,Web Based Application,WBS000162,IM0032481,3,3,3,0.848584566,incident,KM0002204,2.0,2014-01-30 09:59:00,2014-01-31 13:31:00,2014-01-31 13:32:00,8820555556,Software,1.0,SD0098641,2.0,0.0,1,0,0
32189,WBA000060,application,Web Based Application,WBS000073,IM0032482,4,4,4,0.418240346,incident,KM0000828,0.0,2014-01-30 09:59:00,2014-01-30 14:14:00,2014-01-30 14:14:00,42425,Software,1.0,SD0098645,0.0,0.0,0,0,0
32190,SBA000263,application,Server Based Application,WBS000072,IM0032483,5,5,5,0.181486231,request for information,KM0002245,3.0,2014-01-30 10:06:00,2014-01-30 13:33:00,2014-01-30 13:33:00,3458611111,Other,1.0,SD0098901,0.0,0.0,0,0,0
32191,WBA000060,application,Web Based Application,WBS000073,IM0032484,4,4,4,0.723323506,incident,KM0000749,0.0,2014-01-30 10:11:00,2014-01-30 10:51:00,2014-01-30 10:51:00,6725,Software,1.0,SD0098907,0.0,0.0,0,0,0
32192,SUB000456,subapplication,Web Based Application,WBS000073,IM0032485,4,4,4,0.178259168,incident,KM0001736,0.0,2014-01-30 10:13:00,2014-01-30 10:34:00,2014-01-30 10:34:00,354166667,Operator error,1.0,SD0098908,0.0,0.0,0,0,0
32193,SBA000698,application,Server Based Application,WBS000090,IM0032486,4,4,4,0.667428245,incident,KM0001526,0.0,2014-01-30 10:16:00,2014-01-30 16:00:00,2014-01-30 16:00:00,5734444444,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
32194,SCN000003,officeelectronics,Scanner,WBS000096,IM0032487,4,4,4,0.316278997,incident,KM0000113,0.0,2014-01-30 10:18:00,2014-01-30 12:44:00,2014-01-30 12:44:00,2445277778,Other,1.0,SD0098639,0.0,0.0,0,0,1
32195,WBA000124,application,Web Based Application,WBS000088,IM0032488,2,2,2,0.516619647,incident,KM0000611,2.0,2014-01-30 10:23:00,2013-10-10 12:53:00,2014-01-30 10:58:00,581944444,Other,1.0,SD0098914,1.0,0.0,1,0,0
32196,DTA000616,application,Desktop Application,WBS000089,IM0032489,4,4,4,0.749929746,incident,KM0001968,0.0,2014-01-30 10:26:00,2014-01-30 14:59:00,2014-01-30 14:59:00,35225,Other,1.0,SD0098923,0.0,0.0,0,0,0
32197,WBA000145,application,Web Based Application,WBS000318,IM0032490,4,4,4,0.097361699,incident,KM0001418,0.0,2014-01-30 10:28:00,2014-01-30 16:49:00,2014-01-30 16:49:00,6351944444,User error,1.0,SD0098915,0.0,0.0,0,0,0
32198,SBA000459,application,Server Based Application,WBS000073,IM0032491,4,4,4,0.699057219,incident,KM0002276,0.0,2014-01-30 10:29:00,2014-02-06 11:51:00,2014-02-06 11:51:00,9555277778,Software,1.0,SD0098905,0.0,0.0,0,0,0
32199,SBA000730,application,Server Based Application,WBS000101,IM0032492,3,3,3,0.068273629,incident,KM0001221,0.0,2014-01-30 10:33:00,2014-01-30 12:15:00,2014-01-30 12:20:00,1789722222,Other,1.0,SD0098920,0.0,0.0,0,0,0
32200,WBA000011,application,Web Based Application,WBS000152,IM0032493,5,5,5,0.659664918,incident,KM0000081,0.0,2014-01-30 10:34:00,2014-01-30 15:22:00,2014-01-30 15:23:00,4812222222,Software,1.0,SD0098924,0.0,0.0,0,0,0
32201,SBA000459,application,Server Based Application,WBS000073,IM0032494,4,4,4,0.785542282,incident,KM0002188,1.0,2014-01-30 10:37:00,2014-01-31 10:09:00,2014-01-31 10:09:00,1004194444,Software,1.0,SD0098925,0.0,0.0,0,0,0
32202,APP000005,application,Citrix,WBS000292,IM0032495,4,4,4,0.921792691,incident,KM0001476,0.0,2014-01-30 10:37:00,2014-02-04 15:39:00,2014-02-04 15:39:00,3526666667,Software,1.0,SD0098918,0.0,0.0,0,0,3
32203,SBA000458,application,Server Based Application,WBS000073,IM0032496,4,4,4,0.585723554,incident,KM0001646,1.0,2014-01-30 10:45:00,2014-01-30 13:10:00,2014-01-30 13:10:00,2405555556,Other,1.0,SD0098933,0.0,0.0,0,0,0
32204,WBA000144,application,Web Based Application,WBS000318,IM0032497,4,4,4,0.424158804,incident,KM0001796,0.0,2014-01-30 10:50:00,2014-02-28 11:50:00,2014-02-28 11:50:00,1065861111,Other,1.0,SD0098936,0.0,0.0,0,0,0
32205,WBA000060,application,Web Based Application,WBS000073,IM0032498,4,4,4,0.722849441,incident,KM0000827,0.0,2014-01-30 10:57:00,2014-01-30 15:01:00,2014-01-30 15:03:00,4111666667,Other,1.0,SD0098938,0.0,0.0,0,0,0
32206,CBA000014,application,Client Based Application,WBS000073,IM0032499,4,4,4,0.792488184,incident,KM0001346,6.0,2014-01-30 11:05:00,2014-02-10 15:54:00,2014-02-10 15:54:00,7832194444,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
32207,SBA000659,application,Server Based Application,WBS000255,IM0032500,4,4,4,0.26021514,incident,KM0002059,0.0,2014-01-30 11:07:00,2014-01-30 13:18:00,2014-01-30 13:18:00,102222222,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
32208,SBA000458,application,Server Based Application,WBS000073,IM0032501,4,4,4,0.447179224,incident,KM0001646,1.0,2014-01-30 11:11:00,2014-01-30 13:12:00,2014-01-30 13:12:00,2008888889,Other,1.0,SD0098956,0.0,0.0,0,0,0
32209,SUB000002,subapplication,Citrix,WBS000292,IM0032502,4,4,4,0.292095798,incident,KM0001435,6.0,2014-01-30 11:12:00,2014-02-06 15:54:00,2014-02-06 15:55:00,4783833333,Software,1.0,SD0098950,0.0,0.0,0,0,3
32210,SBA000458,application,Server Based Application,WBS000073,IM0032503,4,4,4,0.282306166,incident,KM0001646,0.0,2014-01-30 11:12:00,2014-01-30 14:01:00,2014-01-30 14:01:00,2811666667,Other,1.0,SD0098959,0.0,0.0,0,0,0
32211,SUB000426,subapplication,Web Based Application,WBS000073,IM0032504,4,4,4,0.118023927,incident,KM0000709,2.0,2014-01-30 11:20:00,2014-02-03 12:11:00,2014-02-03 12:12:00,2185277778,No error - works as designed,1.0,SD0098947,0.0,0.0,0,0,0
32212,SBA000263,application,Server Based Application,WBS000072,IM0032505,5,5,5,0.316159694,request for information,KM0002245,2.0,2014-01-30 11:21:00,2014-02-03 07:59:00,2014-02-03 07:59:00,1762305556,Other,1.0,SD0098968,0.0,0.0,0,0,0
32213,WBA000058,application,Web Based Application,WBS000073,IM0032506,4,4,4,0.275498738,incident,KM0002043,0.0,2014-01-30 11:26:00,2014-01-30 11:53:00,2014-01-30 11:53:00,458055556,Other,1.0,SD0098963,0.0,0.0,0,0,0
32214,SSW000068,software,System Software,WBS000089,IM0032507,4,4,4,0.132736449,incident,KM0001968,1.0,2014-01-30 09:31:00,2014-01-30 16:10:00,2014-01-30 16:11:00,6663333333,Other,1.0,SD0098421,0.0,0.0,0,0,5
32215,SUB000456,subapplication,Web Based Application,WBS000073,IM0032508,4,4,4,0.81607917,incident,KM0001179,0.0,2014-01-30 09:35:00,2014-01-30 10:39:00,2014-01-30 10:39:00,10575,Other,1.0,SD0098424,0.0,0.0,0,0,0
32216,WBA000133,application,Web Based Application,WBS000073,IM0032509,4,4,4,0.136585281,incident,KM0000711,1.0,2014-01-30 09:42:00,2014-02-03 11:39:00,2014-02-03 11:39:00,2292333333,Other,1.0,SD0098430,1.0,0.0,1,0,0
32217,APP000005,application,Citrix,WBS000292,IM0032510,4,4,4,0.783134959,incident,KM0001060,0.0,2014-01-30 09:51:00,2014-01-30 10:38:00,2014-01-30 10:38:00,782777778,Software,1.0,SD0098737,0.0,0.0,0,0,3
32218,DTA000302,application,Desktop Application,WBS000089,IM0032511,4,4,4,0.684260183,incident,KM0001764,0.0,2014-01-30 09:54:00,2014-01-31 15:07:00,2014-01-31 15:09:00,4293611111,Software,1.0,SD0098431,0.0,0.0,0,0,0
32219,WBA000022,application,Web Based Application,WBS000025,IM0032512,5,5,5,0.782683253,request for information,KM0001569,1.0,2014-01-30 09:55:00,2014-01-31 08:16:00,2014-01-31 08:16:00,8845,Other,1.0,SD0098751,0.0,0.0,0,0,0
32220,SUB000113,subapplication,Server Based Application,WBS000095,IM0032513,4,4,4,0.54136367,incident,KM0000223,4.0,2014-01-30 09:59:00,2014-02-04 13:37:00,2014-02-04 13:37:00,1730916667,Other,1.0,SD0098749,0.0,0.0,0,0,0
32221,WBA000068,application,Web Based Application,WBS000171,IM0032514,4,5,4,0.881412057,incident,KM0000691,0.0,2014-01-30 10:00:00,2014-01-30 14:48:00,2014-01-30 14:53:00,4874166667,Operator error,1.0,SD0098747,0.0,0.0,0,0,0
32222,WBA000058,application,Web Based Application,WBS000073,IM0032515,4,4,4,0.288923324,incident,KM0002043,0.0,2014-01-30 10:00:00,2014-01-30 10:48:00,2014-01-30 10:48:00,789444444,Software,1.0,SD0098746,0.0,0.0,0,0,0
32223,SBA000462,application,Server Based Application,WBS000073,IM0032516,4,4,4,0.67229347,incident,KM0001364,0.0,2014-01-30 10:03:00,2014-01-30 10:18:00,2014-01-30 10:18:00,251666667,No error - works as designed,1.0,SD0098756,0.0,0.0,0,0,0
32224,WBA000060,application,Web Based Application,WBS000073,IM0032517,4,4,4,0.302461059,incident,KM0000825,0.0,2014-01-30 10:09:00,2014-01-31 10:24:00,2014-01-31 10:24:00,1076,Software,1.0,SD0098759,0.0,0.0,0,0,0
32225,SBA000017,application,Server Based Application,WBS000099,IM0032518,4,4,4,0.782677488,incident,KM0002005,0.0,2014-01-30 10:16:00,2014-01-31 07:46:00,2014-01-31 07:46:00,1299722222,Unknown,1.0,SD0098764,0.0,0.0,0,0,0
32226,DTA000064,application,Desktop Application,WBS000094,IM0032519,5,5,5,0.16682842,request for information,KM0000543,1.0,2014-01-30 10:23:00,2014-02-04 14:40:00,2014-02-04 14:40:00,3579111111,Inquiry,1.0,SD0098755,0.0,0.0,0,0,0
32227,SUB000456,subapplication,Web Based Application,WBS000073,IM0032520,4,4,4,0.264838844,incident,KM0001712,0.0,2014-01-30 10:23:00,2014-01-30 10:29:00,2014-01-30 10:29:00,93888889,Software,1.0,SD0098776,0.0,0.0,0,0,0
32228,SBA000343,application,Server Based Application,WBS000175,IM0032521,4,4,4,0.391418078,incident,KM0000976,0.0,2014-01-30 10:25:00,2014-01-30 12:59:00,2014-01-30 13:00:00,2588611111,Other,1.0,SD0098772,0.0,0.0,0,0,0
32229,WBA000022,application,Web Based Application,WBS000025,IM0032522,5,5,5,0.124442389,request for information,KM0001569,1.0,2014-01-30 10:30:00,2014-01-30 12:22:00,2014-01-30 12:22:00,18675,Other,1.0,SD0098783,0.0,0.0,0,0,0
32230,WBA000011,application,Web Based Application,WBS000152,IM0032523,5,5,5,0.656008744,incident,KM0000075,0.0,2014-01-30 10:36:00,2014-02-03 16:47:00,2014-02-03 16:47:00,6403611111,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
32231,SBA000607,application,Server Based Application,WBS000263,IM0032524,4,4,4,0.036289824,incident,KM0001106,3.0,2014-01-30 10:37:00,2014-01-31 10:25:00,2014-01-31 10:25:00,1031166667,Operator error,1.0,SD0098787,0.0,0.0,0,0,0
32232,SUB000456,subapplication,Web Based Application,WBS000073,IM0032525,4,4,4,0.240481303,incident,KM0000746,0.0,2014-01-30 10:38:00,2014-01-30 11:55:00,2014-01-30 11:55:00,1297777778,Software,1.0,SD0098788,0.0,0.0,0,0,0
32233,SUB000456,subapplication,Web Based Application,WBS000073,IM0032526,4,4,4,0.718856528,incident,KM0000760,1.0,2014-01-30 10:44:00,2014-02-03 11:17:00,2014-02-03 11:23:00,2164472222,Software,1.0,SD0098789,0.0,0.0,0,0,0
32234,SUB000456,subapplication,Web Based Application,WBS000073,IM0032527,4,4,4,0.741138679,incident,KM0002041,0.0,2014-01-30 10:44:00,2014-01-30 11:25:00,2014-01-30 11:25:00,681944444,Software,1.0,SD0098793,0.0,0.0,0,0,0
32235,SUB000456,subapplication,Web Based Application,WBS000073,IM0032528,4,4,4,0.604222646,incident,KM0001736,0.0,2014-01-30 10:46:00,2014-01-30 11:01:00,2014-01-30 11:01:00,257777778,User error,1.0,SD0098796,0.0,0.0,0,0,0
32236,SBA000834,application,Server Based Application,WBS000223,IM0032529,4,4,4,0.615058403,incident,KM0001308,0.0,2014-01-30 10:50:00,2014-01-30 16:26:00,2014-01-30 16:26:00,5609166667,No error - works as designed,1.0,SD0098779,0.0,0.0,0,0,0
32237,SBA000779,application,Server Based Application,WBS000312,IM0032530,3,3,3,0.31046139,incident,KM0001274,1.0,2014-01-30 10:54:00,2014-03-13 07:59:00,2014-03-13 07:59:00,302222222,Unknown,1.0,SD0098802,0.0,0.0,0,0,0
32238,SUB000456,subapplication,Web Based Application,WBS000073,IM0032531,4,4,4,0.247012594,incident,KM0001288,0.0,2014-01-30 10:55:00,2014-01-30 16:30:00,2014-01-30 16:30:00,5568333333,Operator error,1.0,SD0098803,0.0,0.0,0,0,0
32239,SBA000459,application,Server Based Application,WBS000073,IM0032532,4,4,4,0.294677874,incident,KM0002188,0.0,2014-01-30 11:01:00,2014-01-30 11:36:00,2014-01-30 11:36:00,590277778,Other,1.0,SD0098806,0.0,0.0,0,0,0
32240,SBA000017,application,Server Based Application,WBS000099,IM0032533,4,4,4,0.294700639,incident,KM0002005,0.0,2014-01-30 11:03:00,2014-01-30 11:55:00,2014-01-30 11:55:00,865,Software,1.0,SD0098807,0.0,0.0,0,0,0
32241,LAP000012,computer,Laptop,WBS000091,IM0032534,5,5,5,0.739951371,incident,KM0001447,0.0,2014-01-30 11:04:00,2014-02-07 14:51:00,2014-02-07 14:51:00,6678555556,Hardware,1.0,SD0098809,0.0,0.0,0,0,1
32242,WBA000060,application,Web Based Application,WBS000073,IM0032535,4,4,4,0.34183326,incident,KM0000825,1.0,2014-01-30 11:04:00,2014-01-30 14:53:00,2014-01-30 14:56:00,3876111111,Other,1.0,SD0098804,0.0,0.0,0,0,0
32243,OVR000025,application,Server Based Application,WBS000118,IM0032536,4,4,4,0.743177805,incident,KM0001146,2.0,2014-01-30 11:13:00,2014-01-30 13:12:00,2014-01-30 13:15:00,2026944444,Other,1.0,SD0098813,0.0,0.0,0,0,0
32244,WBA000018,application,Web Based Application,WBS000073,IM0032537,4,4,4,0.551067359,incident,KM0000720,2.0,2014-01-30 11:16:00,2014-02-06 09:59:00,2014-02-06 10:00:00,5122472222,Other,1.0,SD0098811,0.0,0.0,0,0,0
32245,SUB000539,subapplication,Web Based Application,WBS000073,IM0032538,4,4,4,0.28702599,incident,KM0000852,0.0,2014-01-30 11:17:00,2014-01-30 11:48:00,2014-01-30 11:48:00,524444444,Other,1.0,SD0098805,0.0,0.0,0,0,0
32246,WBA000011,application,Web Based Application,WBS000152,IM0032539,5,5,5,0.824208733,incident,KM0000075,0.0,2014-01-30 11:22:00,2014-01-30 16:17:00,2014-01-30 16:17:00,49175,Operator error,1.0,SD0098977,0.0,0.0,0,0,0
32247,WBA000077,application,Web Based Application,WBS000153,IM0032540,5,5,5,0.838293334,request for information,KM0000415,0.0,2014-01-30 11:27:00,2014-01-31 08:27:00,2014-01-31 08:27:00,7494722222,Questions,1.0,SD0098975,0.0,0.0,0,0,0
32248,SBA000729,application,Server Based Application,WBS000101,IM0032541,5,5,5,0.243495414,incident,KM0000862,0.0,2014-01-30 11:28:00,2014-02-25 14:38:00,2014-02-25 14:38:00,8041666667,Software,1.0,SD0098984,0.0,0.0,0,0,0
32249,SBA000690,application,Server Based Application,WBS000228,IM0032542,3,3,3,0.923804631,incident,KM0001710,1.0,2014-01-30 11:32:00,2014-01-30 13:17:00,2014-01-30 13:20:00,1806111111,No error - works as designed,1.0,SD0098985,0.0,0.0,0,0,0
32250,SUB000508,subapplication,Web Based Application,WBS000162,IM0032543,4,4,4,0.473317188,incident,KM0000553,9.0,2014-01-30 11:34:00,2014-02-13 15:33:00,2014-02-13 15:33:00,1089780556,User error,1.0,SD0098982,0.0,0.0,0,0,0
32251,SBA000659,application,Server Based Application,WBS000255,IM0032544,4,4,4,0.298883622,incident,KM0000622,0.0,2014-01-30 10:00:00,2014-01-30 11:18:00,2014-01-30 11:18:00,1307777778,User error,1.0,SD0098819,0.0,0.0,0,0,0
